text	label
Dr . Dylan Reinhart ( Alan Cumming – Son of the Mask , The Good Wife TV series itd . )	1
Aldis Hodge glumi Decourcy Ward , pomoćnika okružnog tužitelja s kojim Rohr radi kako bi pokušao riješiti srž slučaja .	1
I Dropkick ( Justin Theroux – Spy Who Dumped Me itd . )	1
To je triler potpuno bez uzbuđenja , s mnogo vise od filma posvećen Watson iz dana u dan .	2
Jedan od njih pronalazi novčanik koji će ubrzo utjecati na to da se njihovi životi zauvijek promjene .	1
Vremenska inverzija čini Teneta složenijim od standardnog špijunskog trilera , ali priča je i dalje dovoljno jasna za slijediti – a ponovljena gledanja zasigurno su opravdana kako bi se gledalo kako se sve to sabere i istraže njegove ideje .	2
Hrvatska 27.02.2020 .	1
Producent : Max Hurwitz ( screenplay by ) , Arash Amel	1
Zbog toga The Handmaid ’ s Tale je priča koja će rezonirati s publikom , bez obzira na vašu tačku gledišta .	1
Bez obzira na to , priča je bila malo kratka i otišla je ravno u vrijeme kada je T ’ Challa postao kralj .	1
Prije nego što nastavim malo hvaliti film , malo ga kuditi , želio bih detaljnije proći kroz radnju filma .	1
Ne želeći otići u penziju i bojati se da više neće biti broj jedan , McQueen kreće na trening u novom pogonu , kojeg vodi milijarder g.Sterling ( Nathan Fillion – Guardians of the Galaxy , Monsters University ) , i trener Cruz Ramirez ( Cristela Alonzo – The Angry Birds Movie ) .	1
I sve je postalo još fantastičnije kada su se oboje upoznali s gospodinom Glassom .	2
Zemlja postaje prenapučena i njezini su resursi iscrpljeni – nada čovječanstvu je da se presele na Saturnov mjesec Titan , koji je sličan bilo kojem svijetu Sunčevog sustava .	1
Sutra je subota a ja ranim pa se nisam pretjerano razbacivao kritikom za ovaj jedan relativno važan film , lijep i potresan , dirljiv ali djeluje kao suhoparni dokumentarac , sa mnogo odličnih performansa , pa tako vjerujem da ste već sami sve povezali a ja ću još jednom da zaključim : ‘ Everest ’ je jako jako dobar film .	1
Producent : Ping Chen , Tie Dong Zhou	1
Specijalni efekti su bili lijepo učinjeni ( 1 scena koja uključuje domaćina u obliku dječaka bila je uznemirujuća , ali vrlo cool ) .	3
Redatelj : Andy Tennant	1
Njegov nastup na filmu , njegova gluma , u početku mi se činila pomalo vještačkom da bi kasnije potvrdio svoj talenat i svoju popularnost jer je , kroz neki preporod , oduvao konkurenciju .	3
Ali ako ste ljubitelji ovog jedinstvenog lika iz DC stripova i ako ste vjerojatno gledali ili adaptaciju filma ili serije još u 90 - ima .	1
Redatelj : Cedric Nicolas-Troyan	1
Ali kad Tommy ( Cillian Murphy ) primi pismo , shvaća da će njegova porodica biti u opasnosti .	0
Iz minute u minutu vam je servirana jedna doza zabave , doza napetost i doza straha .	2
Trailer Serije Maniac :	1
Tenetov scenarij vidi kako se Nolan još jednom poigrava hrabrim i maštovitim idejama kako bi jednostavniju priču uzdignuo u srž filma .	2
Ova je serija bila vrlo obećavajuća u početku .	2
Volio sam ovu seriju zato što je uspjela kombinirati obično zastrašujuće zombije u živopisniju ljudsku osobu s policijskim proceduralnim tipom priče .	2
Dan Trachtenberg je reditelj filma kojem je ovo filmski debi i nadamo se da će nas i u budućnosti častiti ovako fantastičnim filmovima .	2
Pogledajte samo kako je lik pukovnika Clivea Ventora , kojeg glumi Gibson , navodno glavna meta pustolovine koju glavni lik poduzima , ali zatim izvršava sa završnom scenom koja je daleko od impresivne .	0
Kako bi podržali epski i kolosalni dojam , stotine glumaca također su bili uključeni , kao i niz pouzdanih kaskadera koji su proizveli dramatične scene bitke .	2
Epizoda 3 bila mi je jedna od najdražih jer je pokazala što malo ljudi može učiniti .	2
Godina : 2019	1
I otac Otis ( Miles Mussenden ) ponekad su bili previše zaštitnički nastrojeni prema Tyroneu , zbog čega se osjećao prenapučeno .	0
Dakle , ako ste jedan od takvih , ovaj je definitivno izvrsna opcija .	2
Nekako je bilo mnogo djece ispod te dobne skupine koja je jučer vidjela film .	0
Savršeno .	2
Činilo se da je Alex ostavila majku bez znanja da odlazi u Quanticu .	0
Film je na domaćem terirotriju zaradio malo jače od 4 miliona dolara .	1
Kao film trilera znanstvene fantastike mogao bi se kvalificirati kao neugodan .	0
Glavne uloge : George Clooney , Britt Robertson , Judy Greer	1
Ovo je drugi found-footage horore o ovom stvorenju ove godine ( Bigfoot ili vam ga Sasquatch ) , ali sigurno i ne zadnji found-footage horor ove godine .	1
Pored Amy Adams , Forest Whitaker je odlično donio neki bostonski akcent na film , a Jeremy Renner mi je također dobar , mada njegov lik nekako bačen u drugi plan koji je služio kao wingman glavnoj roli .	3
Glavne uloge : Ariel Winter , Michelle Rodriguez , Joe Manganiello	1
Pa o čemu se radila serija ?	1
Podijeljeni u fokusu sadašnjosti i budućnosti , gdje je jedan od učenika nestao , Elite donosi još jedan sloj tajne , dok nastavlja s prikazom droga , seksa i laži kojima se naši španjolski studenti suočavaju .	1
Ocjena : 3.5 / 5	1
Jedna hladna krimi drama s ovakvom težinom i ovakvom narativnom vrijednošću trebala je unijeti nešto noečkivano u kraj , donijeti preokret koji bi nas , ili razočarao , ili oduvao .	1
U svakom slučaju , oba prevoda bi mogla biti adekvatna .	1
Oh , svidjela mi se i epizoda 7 koja je bila zanimljiva .	2
Sveukupno smatrao sam da je ovaj film u redu kao akcijski triler .	2
Uz žanrovske aspekte , Nolan ubacuje emocionalni niz u Tenet , dok glavni junak pomaže Satorovoj supruzi Kat ( Elizabeth Debicki ) da pobjegne od nasilnog braka .	1
The Darkest Minds	1
Trajanje Serije : 42 : 00	1
IMDB Ocjena Filma : 8.1 / 10	1
Definitivno ih je vrijedilo gledati i potaknulo mi je znatiželju kako će surađivati .	2
Film ima par dobrih momenata , ali to je to .	3
Trailer Serije The One :	1
Pa ako imate godina , onda mora da vas nisu zaobišli filmovi tipa ” The Game ” , a to je jedan kultni klasik Davida Finchera iz ’ 97 godine gdje Michael Douglas igra glavnu ulogu i gdje se takmiči za novac čineći razne izazove dok ga prati budno oko ” gledalaca ” .	1
Ocjena : 6 / 10	1
Ocjena na IMDb.com mu je malih 6,6 / 10 a na Tomatoesima prosječnih 50% .	0
otkrio je činjenicu koja bi mogla imati neko značenje s Kaijuevom namjerom da uništi zemlju .	1
Ne samo da uspijevaju zadržati smiješnu stranu premise kroz svih šest epizoda , već također uspijevaju biti nevjerojatno informativni o opsežnim riječima , pa čak i o jeziku u cjelini .	2
Redatelj : Paul Hough	1
U sredini putovanja , posada je dobila poruku od obližnjeg uslužnog planeta kojeg su nekako propustili tijekom prethodnih anketa , do kojeg bi im bilo potrebno samo malo vremena u usporedbi s godinama dosezanja Origae 6 .	1
Godina : 2017	1
Glavne uloge : Jake Gyllenhaal , Rebecca Ferguson , Ryan Reynolds	1
Zapravo sam mislio da bi ih malo trebalo kategorizirati kao zvijezde gostiju , a ne glavne uloge , poput likova Liz ili Xanadu ( Jeryl Prescot ) .	0
Datum izlaska : 26.08.2020 ( svjetska premijera )	1
Serija gledatelje tjera na razmišljanje kako bi svijet izgledao da je kralj zarobljen od strane nacista i da su britanski radnici postali radna snaga njemačkih fabrika .	1
Akcijske scene su jednostavno frustrirajuće za gledati , posebno sa svim pretjeranim oslanjanjem brzih promjena .	0
Redatelj : Brad Peyton	1
Hrvatska 16.11.2017 .	1
O , ovaj je film bio prilagodba romana Meg : romana dubokog terora kojeg je napisao Steve Alten iako je imao veliku razliku u priči , osim za isti lik Jonasa i , naravno , golemog Megalodona .	1
Godina 2016	1
Charlize Theron je fenomenalna , kao i uvijek i ostatak njene ženske pratnje , negativac Immortan Joe , kojeg igra Hugh Keayes-Byrne je takođe nevjerovtno dobar i za svaku pohvalu je njegov nastup , kako u ovom filmu , tako i onda kada je igrao i ludog negativca u prvom dijelu .	2
Pouka koju film šalje je itekako zanimljiva , ali završava na jedan predvidljiv način , tako da se misterija i napetost usko ne vežu uz ovaj film pa to možete zaboraviti .	3
Nova mini-serija MARS nije kao i većina naučno-fantastičnih filmova ili TV serija .	1
Bez ikakve šanse za potencijalne nastavke i bez ikakve nade da pronađe armiju fanova , ovaj film je skliznuo u zaborav i jedino što mi možemo je ne osvrtati se unazad .	0
Do kraja ostaje nejasno šta poruka zapravo jeste ili ono što jeste jednostavno nije dovoljno .	0
To ukazuje na činjenicu da je priča zapravo slaba .	0
Rođen između 1950 - ih i 1960 - ih u Londonu , mladi Alfred Pennyworth ( Jack Bannon – Igra imitacije itd . ) .	1
Među strip fanovima inače večito vlada prepirka , ko je bolji , Avangersi iz Marvelovog sveta ili pak njihov pandan iz DC Comics-a Justice league ?	1
Preselio se u Los Angeles i time postao najstariji novajlija u LAPD-u .	1
Zemlja : SAD	1
Nolan i Joy su ovdje unijeli još jednu značajnu promjenu u odnosu na original – osim samih “ šljakera ” s dna hranidbenog lanca , tj . tehničara i zaštitarske ekipe , tu su i direktori Delosa , ali i tvorac samog parka Robert Ford .	1
Predstava također ima malo čudan miks aktera .	3
Unatoč tome što se film smatrao vrlo stiliziranim filmom , a kasnije je i zaradio ugled kultnog filma , mislim da će opća publika teško razumjeti ili cijeniti duboku filozofsku poruku .	3
Nije bilo scene nasilja , šareni krajolik i zabavni tragovi čudovišta privlačili bi malu djecu , dok odrasli ljudi još uvijek mogu uživati u smiješnim trenucima .	2
A ono što radnju čini još , pa recimo šokantnijom ili provokativnijom je sam početak i Rebbecin monolog .	1
Nakon 3 godine sasvim ispravnog rada , izgleda da je Dutch Boy počeo neispravno raditi .	0
Dobijamo i pomoćne poslove od ljudi poput Marka O ’ Briena , Lauren E . Banksa , Amande Clayton , Jill Hennessy , Jere Shea , Kevina Chapmana , Kevina Dunna , Sarah Shahi , Roryja Culkina i mnogih drugih , koji se dobro snalaze u svojim ulogama .	2
The Ark i gone . . ” ovaj put su uradili mnogo bolji posao .	2
Od toga , međutim , tek su rijetki čuli do sada , pogotovo jer se nisu pojavili na njemačkom jeziku sve do danas .	1
U filmu ćete osjetiti direktne reference na svijet odraslih i neke pomalo lascivne šale ali s obzirom da je očigledno film kojem ciljana meta nisu samo djeca , mogao se barem malo potruditi da bude dostojan gledanja starije populacije .	1
Ocjena na IMDb.com mu je 7,6 / 10 a na Tomatoesima dobrih 68% .	1
Prosinac 2014 .	1
Najjednostavnje rečeno , gluma je takoreći srednje žalosna ili na granici zadovoljavajuće .	0
Nova bitka započeta je protiv Sovjetskog agenta poznatog kao Zimski ratnik i protiv onih koji su se do sada činili kao pravi prijatelji .	1
Bloom se također sprijateljila sa drugogodišnjim stručnjakom po imenu Sky ( Danny Griffin ) koji ima najboljeg prijatelja , kolegu stručnjaka Rivena ( Freddie Thorpe ) .	1
Ovakvu akciju nismo gledali još od prošlogodišnjeg ” Mad Maxa ” ili indonezijskog filma ” The Raid : Redemption ” iz 2011 . godine , a pričamo o nemilosrdnoj i brutalnoj akciji .	2
Pođoh reći 21 . stoljeća , ali ne dam jeziku da bude brži jer ipak velika je razlika između ” Mad Maxa ” i ovoga npr . , ali i pored toga što nisam ljubitelj superheroja , ne mogu mu zaboraviti što je sada unio jednu dozu sentimentalnosti i tako to bezobrazno lijepo predstavio da zaslužuje svaki naklon , a i dolar koji bude zaradio .	2
Ocjena : 10 / 10	1
Redatelji i su-kreatori Jermaine Clement i Taika Waititi upravljaju sa oba projekta .	1
” Exists ” je onaj tipični slasher horor , a za onog ko ne zna šta to znači , pokušat ću mu objasniti u primjeru .	1
U svijetu gdje dinosaurusi i ljudi žive , rame uz rame , Apatosaurus imena Arlo , sklapa prijateljstvo sa malim izgubljenim dječakom .	1
Sretno gledajući ! ! !	2
Sve u svemu , mislio sam da ova serija ima dobre potencijale .	2
Producent : Leigh Whannell	1
Kasting je odradio i odličnu stvar kod izbora dječaka koji će glumiti bucu Rikija ; a taj izbor je pao na Juliana Dennisona , također australskog glumca , koji je u početku sa svojim likom malo antipatičan i nezainteresovan , da bi poslije stvoriti totalno drugačiju sliku o njemu .	3
Novi član Cailee Spaeny nije bio loš , dok je Scott Eastwood bio prilično standardan i nije spektakularan .	3
Sretno promatranje !	2
Ipak , volio sam da su filmski stvaraoci odlučili da priča bude prikladnija za naše vrijeme uključivši moderne tehnologije , osobito streaming uživo .	2
Ocjena : 8 / 10	1
Evo jedne , u produkciji Michela Baya , čovjeka čiji film ne može proći bez eksplozije .	1
Ako je ovo prvi put da slušate o ovome , dozvolite mi da vam brzo objasnim .	1
Sjetite se samo kako je Ryan svoju karijeru umalo uništio sa ” Green Lanterom ” .	0
Ono što je još jedna stvar koja itekako zapada za oko jesu nimalo dopadljivi likovi zbog kojih ćete još više stvoriti odbojni stav prema filmu i teško da ćete ikako stvoriti neke simpatije .	0
On je oštećen i ima neke stvari u njegovoj prošlosti koje ga očito muče , no on nije neki krik i pretjerano ozbiljan lik , on se osjeća prilično realnim .	1
Jednom kad Roy Pulver pokuša i ne uspije se boriti s tim ljudima , smrt Roya Pulvera uzrokovat će vrijeme da se ponovi do minute kad je ujutro otvorio oči .	0
Mislim da je ovo najskromnije i najjednostavnije kako mogu opisati rad i djelo Tim Burtona .	2
Godzilla ( 2014 )	1
Film je podijeljen u dva dijela .	1
Datum izlaska : 11.03.2018 ( svjetska premijera )	1
Uz to , mislim da sam spreman započeti gledanje serija iz Njemačke nakon te kritički hvaljene složene serije o putovanju kroz vrijeme Dark .	1
Post-apokaliptičnom svijetu za Ameriku vise od post-apokaliptičnog svijeta za mutante koja nisu izumiruća vrsta .	1
Ne čini to .	0
Film je nedavno izašao u kina i već obara rekorde zarada te će vjerovatno biti jedan od možda pet filmova koji će ove godine prevaliti cifru od milijardu dolara .	2
Priča o REPLIKama zaživjela je s idejom koju su Chad St . John i njegov producentski partner Stephen Hamel podijelili s Keanuom Reevesom .	1
Ono što mi je isto tako zasmetalo je nevjerovatno loša gluma .	0
Iako je predstavljen kao komedija čija se radnja odvija u distopijskoj budućnosti , film pored nekih komičnih dijaloga , meni u ostatku djeluje isuviše mračno i zastrašujuće da nije baš svejedno odgledati film i ostati ravnodušan .	1
Žanr : Akcija , Avantura , SF	1
Godina : 2019	1
Dakle , oni od vas koji su žedni za neki film s katastrofom , onda bi vas ovaj film trebao zadovoljiti .	2
Publika koja želi vidjeti film očekujući prave nasilne akcijske scene ne bi se zadovoljila .	0
IMDB Ocjena Filma : 6 / 10	1
I Tucker je sjajan u ulozi .	2
Izraz “ univerzalno prihvatljiv ” film je da u jednakoj mjeri razumiju i prihvate djeca , novi fanovi i stari fanovi Star Wars-a .	1
Iako ima mnoštvo zabavnih momenata , šarenila i očigledno da je pravi raj za oči za malu djecu , mislim da je ‘ Home ’ još jedna priča i scenario koji se odigrava po dobro poznatoj formuli pa će stariju raju vjerovatno i smoriti .	3
No kako se priča nastavila , pokazalo se da nije baš ono čemu sam se nadao .	0
.	1
I najkasnije kada eksperimenti započnu , Owen i Annie u svojoj mašti iskuse apsurdnu avanturu , zabava ne poznaje granice .	1
U kinima od : 30 June 2017 ( USA )	1
Definitivno sam morao vidjeti film , jer volim one robote koji se toliko mogu transformirati .	2
Pa kako se priča zaključila ?	1
Reditelj filma je Colin Trevorrow poznat po manje poznatoj komediji ‘ Safety Not Guaranted ’ .	1
Godina 2014	1
Najkomičnija i posve autentična .	2
Glavne uloge : Ben Winchell , Josh Brener , Maria Bello	1
Odlučan da stekne pravdu za smrt svog oca , ono što započinje pametno ispisanom pljačkom u Louvreu .	3
Redatelj : S . Craig Zahler	1
IMDB OCJENA SERIJE :	1
Sama priča bila je prilično generička , s vilama koje su naučile kako koristiti svoju čaroliju , plus tu i tamo malo romantike između njih i stručnjaka .	0
Lik napuštene i izranjavane sfinks mačke koja ima engleski akcent , definitivno mi je omiljeni i najbolji lik iz ovog crtaća .	2
Nepotrebno .	0
Wow !	2
Ne najveći film iz 2015te godine ali ni loš , nego dovoljno dobar za jednokratno gledanje i da poslije njega počnete razvijati ideju o suživotu sa ovakvim jednim robotom .	3
Ipak , gledajući na performanse filma , pogotovo s niskim ocjenama , a publika ga zapravo nije prihvatila , nažalost , za nas koji bi željeli vidjeti više tih likova ( pogotovo nakon što vidimo završetak ) , to ne bi bilo u mogućnosti .	0
Pokazalo se da Kyle ima neku vrstu “ moći ” koje su se demoni bojali i napustili bi tijelo koje su zarobili .	1
Gube malo vremena u povezivanju dviju serija , s petom epizodom Titana , postavljenom da uvede Doom Patrol u širi DC svemir .	1
Moja djevojka i ja smo bili prikovani za svoja mjesta i tijekom onog pravog ležernog dijela i gotovo neprekidne potjere , u ranom dijelu .	2
Ova transnacionalna saradnja ima malo dragocjenosti da pokaže za svoj visoki budžet .	0
Tijekom godina Netflix neprestano povećava svoj izbor vrhunskih sapunica .	2
Odmah od početka filma započinje brutalna akcijska scena .	1
Srbija 22.03.2018 .	1
U najnižim trenucima , Eddie je nekako saznao o eksperimentima koje je uradila Drakeova fondacija koja je uključivala živi organizam iz svemira koji se naziva Symbiote .	1
Redatelj : Jonathan Baker , Josh Baker	1
Sve u svemu , moje osobno iskustvo gledanja ove serije bilo je malo uzbuđenja u ranom dijelu , a zatim velika dosada u sredini i zabava u posljednje 2 epizode .	3
Eh , nekako je slično i sa ovim animiranim filmom koji očigledno odskače od većine , prije svega zbog načina na koji snimljen , ali i zbog tematike kojom se bavi .	2
Godina 2016	1
Treća epizoda uvodi nove likove i upoznaje nas sa , nimalo jednostavnim i mnogo nemilosrdnim životom iza rešetaka kojeg proživljava Nasir .	1
U biti , u filmu se radnja vrti oko ‘ cyber stručnjaka ’ koji je usput ‘ outsider ’ i koji igrom slučaja , dokazujući koliki je stručnjak u svom ‘ zanatu ’ , završava u skupini sa još tri kriminalca , osnivajući misterioznu hakersku grupu CLAY , koja svojim postupcima i aktivnostima želi osvojiti svijet .	1
Pojava agenta Coulsona ( Clark Gregg – Marvelovi agenti SHIELD TV serije ) definitivno je lijep dodir .	2
Zalogaj po zalogaj .	0
‘ Peti val ’ je na silu želio stvoriti još jedan film koji bi u glavnoj ulozi imao dobro poznato , žensko lice , drago naročito muškom dijelu publike , ali izgleda da će se stvarno rijetko dešavati likovi kao što je nekada bila Sigourney Weaver u ‘ Osmom putniku ’ ili Charlize Theron a.k.a Furiosa u ‘ Mad Maxu ’ .	0
Pored toga , film se potrudio i da vizualno bude odličan i da dočara historiju i ambijent a i likove tako da je publici na razmišljanje i maštu ostavljeno minimum .	2
Unatoč tome , Grillo može dokazati da se također može nositi s brojnim elementima priče koji su i komedija i drama koji čine njegov izgled još privlačnijim .	2
Ministar obrane , Catriona Bailey ( Jacki Weaver ) , zna više od onoga što govori .	3
Kada dođe trenutak da rode moraju da migriraju na jug u Afriku , mali Richard mora se pomiriti s istinom – on jednostavno ne može izdržati tako dug let , i mora ostati u šumi .	0
Godina : 2014	1
Iako izgleda nabijen nekom novom , osvježavajućom akcijom i iako se čini tako inovativnim i drugačijim od ostalih , film bezuspješno pokušava , pomjeranjem labirinta i zidova u njemu stvoriti bilo šta a da nije klišee i da nije već viđeno .	3
Dakle , ovdje idemo .	1
No , kada su u pitanju HBO i tako ambiciozan projekt , duža pauza koja bi omogućila ulaganje više truda i mogućnosti uklanjanja pogreška se čini opravdanim .	1
Ričard Roda ( 2017 )	1
Ovdje nema iznenađenja i ovo je stvarno slučaj onoga što vidite je ono što dobivate .	3
Godina 2014	1
lasit ću , odmah na početku , da ovo nije tip filma za svakoga .	1
To , naravno ,	1
Ulozi se dalje podižu .	1
Ko ne zna o čemu je riječ , http : / / dftm.blogger.ba / arhiva / 2012 / 03 / 01 / 3178855 , može pročitati ovdje , ali svejedno ću vam istaći da je u pitanju , barem što se prvog dijela ovog filma tiče , jedna uspješna ekranizacija i povratak starih mapetovaca na scenu , no vjerovatno su svi trebali stati na tome , jer kasnije dorade , produžeci i nastavci , samo su mlaćenje prazne slame i znak da je Hollywoodu , užasno dosadno .	3
Volio sam priču koja je postavljena u osamdesetim godinama popunjena referentnim kulturama koje sam jako volio do sada , a film je uspio uhvatiti sve njih vrlo lijepo .	2
Naravno , sve do trenutka kada stvari u parku krenu katastrofalno krivo te se androidi svoju fizičku i drugu superiornost iskažu tako što iznenada počnu masakrirati goste .	0
Čak i prije početka stvarne priče , upoznamo svijet koji je vrlo sličan našem .	1
Hrvatska 20.04.2017 .	1
Ocjena 8 / 10	2
Definitivno je suviše atipičan i nimalo konvencionalan da bi bio za jednu malu sretnu obitelj da ga gleda jedno večer onako svi okupljeni s kokicama ispred sebe i to ukazuje da je film promašio u tome što se kao animirano ostvarenje posvetio upravo ovim ciljanim grupama .	0
Braća Russo držali su rediteljsku palicu , a poznati su po filmovima tipa ” You , Me and Dupree ” , ” Captain America : Winter Soldier ” i ” Pieces ” .	1
Samo ko je ubijen i ubica , čuvat će se u tajnosti do samog kraja .	1
The Queen ’ s Gambit – Damin Gambit ( Sezona 1 ) 2020 ( TV SERIES ) Recenzija Serije	1
Trajanje filma : 02 : 10 : 00	1
Datum izlaska : 17.01.2018 ( svjetska premijera )	1
Trailer Filma :	1
Trajanje filma : 01 : 32 : 00	1
Manny , Diego i Sid , zajedno sa jednookom lasicom Buckom , moraju pronaći razlog zašto meteor udara uvijek na isto mjesto , inače će ih zbrisati sa planete Zemlje .	1
Trajanje filma : 01 : 52 : 00	1
Dakle , gotovo je , već ste pali i šanse su velike da ćete nastaviti do kraja u želji da otkrijete počinioce zločina , dok ste čitavo vrijeme na strani Nasira Khana i na strani njegove nevine , nimalo zločinačke face ( osim ako niste islamofob ) .	1
Umjetnički supervizor projekta je Daniel Kušan , direktor fotografije Danko Vučinović , urednik Slaven Zečević , kompozitor Dinko Appelt , dizajner zvuka Dubravka Premar , scenograf Ivan Veljača , kostimografkinja Emina Kušan , majstor maske Martina Novaković .	1
Postoji i hrpa licenciranih pjesama koje se koriste tijekom cijele sezone i oni rade dosta dobro u svojim scenama , a prilično poboljšavaju navedene scene .	2
Glavne uloge Glumci : Yim Si-wan , Shin Sae-kyeong , Choi Soo-young , Kang Tae-oh , Park Yeong-gyu , Cha Hwa-yeon , Lee Bong-ryeon , Ryu Abell , Seo Jae-hee , Yeon Je-wook , Choi Jae-hyun , Lee Jeong-ha , Park Sung-jun , Lee Hwang-eui , Lee Shin-ki , Kim Dong-yeong , Kim Si-eun	1
Kreatori : Bryan Cranston , David Shore	1
Kreator : Iginio Straffi , Brian Young	1
I Williams je , naravno , dobar u ulozi .	2
IMDB Ocjena Filma : 4.8 / 10	1
Datum izlaska : 31 March 2016 ( New Zealand )	1
Bilo je dobro da je kasnije na konceptu lakše shvatiti , kada se konačno može razumjeti korištenje takvog sustava , pogotovo kada nam je prikazan pogled iz Sala kao detektiva .	1
I Frypan ( Dexter Darden )	1
Stiven Rodžers se nekako pokušava uklopiti u moderan svijet , no stari neprijatelji se ne mjenjaju .	1
Sve biste ih mogli pronaći u ovoj prilično čarobnoj fantastičnoj seriji .	1
Lipanj 2016 .	1
I da li je tip onih filmova ‘ toliko loš da je dobar ’ .	0
Koštao je više od 190 miliona , još ubrojite li troškove marketinga i distribucije , a zaradio tek malo više od 208 miliona .	3
Koliko god vizualni efekti bili dobri najjači lik je definitivno glavni lik .	1
Ali ne možete vi stvoriti kvalitetan film kada vam je na prvom mjestu vizualno predstavljanje filma .	0
Kako nesreća nikad ne dolazi sama , Charlie doznaje da je njegova bivša djevojka umrla , a u nasljedstvo mu je ostavila 10 - godišnjeg sina …	0
Zanimljiv i intrigantan , možda za djecu , te ovo njima i mogu preporučiti .	2
James Callis kao prilično grozan krijumčar i Oded Fehr kao terorista .	0
Jedna stvar koja mi se sviđa kod zanata koji stoji iza “ Histroija Psovki ” je koliko je brz i energičan , unatoč tome što se služi mnogim poznatim dokumentarnim trikovima .	0
Kroz glavu se meni cijelo vrijeme motalo : da Bog da ih više meteor zbrisao .	0
Pa , što bi se dogodilo s Henryjem i kako se priča završila ?	1
I sve epizode ovdje je režirao David Caffrey , za kojeg mislim da je uradio prokleto dobar posao .	2
U tim za pisanje stigla je i Pamela Ribon , koja je napisala Moana oscarom nominiranu animaciju .	2
Ovo je bio film koji mi se jako dopao .	2
Ovo je jedna od daleko najmaštovitijih i najoriginalnijih kreacija superheroja koja je pristupačna svima , a bez obzira na poznatu postavu likova , neke greške koje je teško ne promašiti i zbunjujuće rasplete i trenutke , kao npr . kada negativac odluči posjetiti malu kćerku Ant-Mana i sam njihov narušen odnos zapravo , čiji je uzrok i motiv poprilično nejasan , film se da pogledati .	3
Ocjena Filma : 4 / 5	1
Ako ćemo uspoređivati ova dva naslova , iako prvi nisam odgledao do kraja , ” Knjiga o dužngli ” daleko je ozbiljniji projekat , blockbuster sa svrhom i film koji je s razlogom zgrnuo skoro milijardu dolara .	1
Međutim , kroz niz nespretnih događaja , jedan od ljudi iz naizgled bogatog grada će biti ubijen !	1
Srpanj 2016 .	1
Jon Bernthal bio je tako uvjerljiv kao bivši vojnik specijalnih snaga koji je izgubio svoju obitelj i samo se želi osvetiti svim odgovornim .	2
Samo što je to , pripremite se da se i dalje u potpunosti koncentrirate na njegovo gledanje , jer osim što ima prilično zavojitu i složenu priču , upotreba drevnog latinskog može odvratiti pozornost od gledanja Romula , s obzirom na to da ga nismo navikli čuti .	3
Ovih dana ko iskače nešto novo na netu , ništa što se sa strpljenjem čekalo , ali svemu pružam šansu , pa i onome prema čemu sam bio ravnodušan .	3
koja je bila Bettyova majka i konačno Fred Andrews ( Luke Perry – Beverly Hills 90210 TV serije itd . )	1
Reditelj filma je Wes Ball kojem je ovo prvi filmski dugometražni uradak .	1
Ovo je jednostavno animirani film za najmlađe .	3
Pronađite ih sve u ovoj sezoni serije .	1
Posebni efekti i zvučni efekti bili su izvrsni !	2
Volim glavnog vodiča Seg-El koji je bio šarmantan i simpatičan lik .	2
Ona nije super uvjerljiva kao redovita osoba izvan vrste , i laka je meta za kompaniju poput The Circle .	0
Glavne uloge : Keanu Reeves , Alice Eve , Thomas Middleditch , Emily Alyn Lind , John Ortiz , Emjay Anthony , Amber Townsend .	1
Iako se ispostavilo da su ostali dijelovi epizoda ipak prikazani , što me je zaintrigiralo i htio sam je pogledati .	2
Deckardova prva istraga dovela ga je do Tyrella gdje će se susresti sa svojim pomoćnikom Rachael ( Sean Young – Wall Street , Ace Ventura : Pet Detective etc ) koji je zainteresirao Deckarda .	1
Ovaj mladi talent koji je poznat po svom performansu u “ Franz ” i “ Pet ” je ponovo sjajan u ulozi sina Cousteau .	2
Hype otkako se pojavio prvi teaser pa najava .	2
I opet ga je ubio s muzikom .	2
Trajanje filma : 03 : 30 : 00	1
Siromašni fanovi supeherojskih filmova koji ga nisu mogli pogledati u kinu i studenti koji prate filmove ali radije bi da sačuvaju malo para za hranu nego da ih potroše na kartu , imali su sreće da relativno kvalitetna snimka filma procuri na internet .	2
Trailer za novu seriju već obećava istu razinu kvalitete znanosti i epske prezentacije koju je prva imala .	2
Pronađite sve u ovoj uzbudljivoj prvoj sezoni zanimljive znanstveno-fantastične serije .	2
Kada procedura bude završena i sve krene idilično , Damian će shvatiti da mu i nije baš najbolje u novom tijelu .	1
Ako ste voljeni animirane filmove sa muzičkim tačkama ovo vam neće ni najmanje smetati .	1
Gary Dauberman , koji je najpoznatiji po pisanju filmova Conjuring spin-off Annabelle , kao i ko-scenarist 2017 . , okupit će se s veteranom strip / Markom Verheidenom kako bi oživio strip .	1
I ne sikirajte se , odgledao sam ga jutros ono malo koliko mi je ostalo .	1
Nije zaradio koliko inače animirani filmovi zarade , ali dovoljno da nadoknadi budžet – više od 266 miliona dolara na budžet od 145 miliona .	1
Srbija 27.02.2020 .	1
U srcu ove sapunice priča je nadarena klizačica Kat Baker .	1
Nedostajalo mu je neke psihološke težnje , neki preokret i doza misterioznosti , a ovako – precijenjen itekako !	0
Trk prema ljubavi - Run On 2020 Sezona 1 ( TV SERIES ) Recenzija Serije	1
